work_id,injected_anomaly_count,injected_anomaly_types,expected_risk_score_0_100,expected_risk_class,duplicate_group_reference,label_usage_note,synthetic_marker
W-002771,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002772,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002773,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002774,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002775,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002776,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002777,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002778,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002779,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002780,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002781,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002782,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002783,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002784,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002785,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002786,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002787,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002788,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002789,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002790,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002791,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002792,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002793,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002794,1,COST_OVERRUN,36,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002795,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002796,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002797,0,NONE,9,LOW,DUP-044,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002798,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002799,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002800,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002801,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002802,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002803,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002804,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002805,1,PROJECT_DELAY,21,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002806,1,PROJECT_DELAY,22,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002807,1,COST_OVERRUN,30,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002808,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002809,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002810,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002811,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002812,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002813,1,PROJECT_DELAY,22,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002814,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002815,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002816,1,COST_OVERRUN,33,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002817,1,COST_OVERRUN,32,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002818,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002819,1,PAYMENT_BURST,22,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002820,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002821,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002822,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002823,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002824,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002825,1,PAYMENT_BURST,20,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002826,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002827,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002828,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002829,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002830,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002831,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002832,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002833,1,PAYMENT_BURST,18,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002834,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002835,1,PROJECT_DELAY,24,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002836,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002837,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002838,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002839,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002840,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002841,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002842,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002843,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002844,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002845,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002846,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002847,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002848,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002849,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002850,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002851,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002852,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002853,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002854,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
